Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
"AES Eastern Energy, L.P.",21580,aes eastern energy,aes,AES,133231,AES Gener (Non-NASDAQ OTC),234008.0,Daesung Energy,118095,99.69,AES Tiete Energia On,150377,99.68,AES Tiete Energia PN,150378,99.68,AES Tiete Energia (BSP) Units,148464,99.63,AES Tiete Energia Units,216407,99.63,AES Tiete Energia ADR 1:1,202343,99.6,AES Gener (Non-NASDAQ OTC),234008,99.59,Saes Getetrs RNC,29791,99.59,Saes Getters RSP,163828,99.59,AES Gener Rights,214874,99.59
AES El Salvador Trust II,16759,aes el salvador ii,aes,AES,133231,AES Gener (Non-NASDAQ OTC),234008.0,AES Elpa On,77,99.55,Baes SP ADR (Frankfurt),293431,99.55,AES Laboratoires GPE,14226,99.53,Aesthetic Medical International Holdings Group ADR 1:3,139227,99.51,Aesthetic Medical (Frankfurt) International Holdings Group ADR 1:3,267553,99.51,AES Tiete Energia ADR 1:1,202343,99.51,AES Sul On,78,99.5,AES Sul PN,150376,99.5,Aessel Trading Industria L Group,31976,99.5,AES Tiete Sponsored ADR 1:1,202344,99.49
"AES Ironwood, L.L.C.",21586,aes ironwood,aes,AES,133231,AES Gener (Non-NASDAQ OTC),234008.0,Saes RNC,29792,99.6,AES Andes,87895,99.57000000000001,AES Kyivoblen,41114,99.56,AES Brasil On,76,99.56,AES Brasil On,80375,99.56,AES Sul On,78,99.55,AES Rivneoblen,41115,99.54,Caesar's World,63220,99.54,AES BDR,148463,99.53,Caesarstone,135969,99.52
"AES PANAMA GENERATION HOLDINGS, S.R.L.",16766,aes panama generation s.r.l.,aes,AES,133231,AES Gener (Non-NASDAQ OTC),234008.0,AES China Generating A,69694,99.68,Caesars Explorations,5963,99.54,Aesler Grup Internasional,98377,99.53,Faes Farma Nuevas,166785,99.53,Faes Farma Nueva,166784,99.5,AES Gener Rights,214874,99.5,AES Tiete Energia On,150377,99.5,Caesars Entertainment,59315,99.49,Caesars Entertainment,63221,99.49,Caesars Entertainment,133487,99.49
AGEAS CAPITAL (ASIA) LIMITED,25286,ageas capital,ageas,Ageas (Milan),267577,Ageas (Non-NASDAQ OTC),243490.0,Ageas (ex-Fortis),87583,99.56,Ageas (ex-Fortis) (Mexico),216659,99.56,Ageas (Swiss Stock Exchange),223704,99.56,Ageas (Non-NASDAQ OTC),243490,99.56,Ageas (ex-Fortis) (Frankfurt),267574,99.56,Ageas (ex-Fortis) (Vienna Stock Exchange),267575,99.56,Ageas (ex-Fortis) (XETRA),267576,99.56,Ageas (Milan),267577,99.56,Ageas (Luxembourg),284032,99.56,Ageas 'B' Strip,164662,99.5
AHOLD Lease Series 2001-A-1 Pass Through Trust,21704,ahold lease series 2001 a 1 pass through,ahold,Ahold ADR,142276,Ahold Koninklijke (Non-NASDAQ OTC),243501.0,Ahold Dividend '00,14304,99.38,Koninklijke Ahold DLHZ N V Sponsored ADR 1:1,188729,99.36,Koninklijke Ahold DLHZ N V (Frankfurt) Sponsored ADR 1:1,257998,99.36,Koninklijke Ahold (XETRA) ADR 1:1,291744,99.34,Ahold ADR,142276,99.33,Ahold Koninklijke (Swiss Stock Exchange),227043,99.32,Ahold Koninklijke (Non-NASDAQ OTC),243501,99.32,Ahold Koninklijke (Dutch Trading Service),293026,99.32,Ahold Koninklijke (VIRT-X),293027,99.32,Ahold Koninklijke (SEAQ International),293028,99.32
ALLIANCE ISLAMIC BANK BERHAD,15967,alliance islamic berhad,alliance,Alliance Bankshares,58952,Alliance Growers (Non-NASDAQ OTC),243570.0,Alliance Insurance,124971,99.68,International Alliance File,97744,99.67,Alliance Oil SDB,41172,99.67,Alliance Oil SDR (Non-NASDAQ OTC),234124,99.67,Alliance Oil Company SDB (Frankfurt),276516,99.67,Alliance Grain (XETRA) Traders,309687,99.67,Alliance Oil Company SDB (XETRA),309688,99.67,Alliance International Reinsurance,14463,99.65,Alliance Bank Malaysia,106300,99.65,Alliance Material,116730,99.65
Alliance Pipeline Limited Partnership,5035,alliance pipeline partnership,alliance,Alliance Bankshares,58952,Alliance Growers (Non-NASDAQ OTC),243570.0,Atlantic Alliance Partnership,142515,99.76,Atlantic Alliance Partnership (Frankfurt),276831,99.76,Alliance Resource Partners (Frankfurt),276517,99.73,Alliance Resource Partners (XETRA),304365,99.73,Alliance Resource Partners L P Unit Trust Limited Partnership,133661,99.66,Alliance Entertainment,78599,99.63,Alliance Grain (XETRA) Traders,309687,99.63,Alliance Split Income Trust Preferred Securities,156078,99.63,Alliance Enterprise,52094,99.62,Alliance Bank Preference,172862,99.62
Apollo Fibres Limited,11518,apollo fibres,apollo,Apollo Consolidated,253,Apollo Silver (Non-NASDAQ OTC),243714.0,Apollo Finvest,98636,99.81,Apollo Tyres,97293,99.8,Apollo Pipes,98639,99.8,Apollo Tyres,164896,99.8,Apollo Tyres,164897,99.8,Apollo Tyres (National India),221074,99.8,Apollo Bucuresti,32315,99.76,Apollo Bell International,14633,99.75,Apollo Bell International (XETRA),309828,99.75,Apollo Industries,62594,99.73
ASCENDAS IT PARK (CHENNAI) LIMITED,11864,ascendas it park,ascendas,Ascendas Hospitality REIT,32397,Ascendas India Trust (Non-NASDAQ OTC),243805.0,Ascendas India Trust,115365,99.73,Ascendas India Trust (Non-NASDAQ OTC),243805,99.73,Ascendas India Trust (Berlin),267961,99.73,Ascendas REIT Units (Frankfurt),267962,99.69,Ascendas Hospitality REIT,32397,99.63,Ascendas Real Estate Investment Trust A,177381,99.63,Ascendas Real Estate Investment Trust,115227,99.61,Ascendas Real (London) Estate Investment Trust,227139,99.61,Ascendas Real Estate (Non-NASDAQ OTC),243806,99.61,Ascendas Real Estate (XETRA) Investment Trust,309916,99.61
ATF Capital B.V.,16250,atf capital b.v.,atf,ATF Bank,14817,,,Ideatfi-PDA,179003,99.44,Arco Platform Limited Class B,192970,99.43,Vasta Platform Limited Class B,201668,99.42,Platforma Mediowa Point Group PDA Dead,180204,99.42,Stratford American,77228,99.41,Platform Utinet RU,38130,99.41,Platfields,38129,99.38,Platfields (Berlin),288610,99.38,Platfields (XETRA),314732,99.38,Hatfield Estates,47719,99.38
